seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr20	42721681	42721910	230	*	.	1000	.	34.99882	-1	5.05212	115	Distal Intergenic	20	42667644	42698254	30611	1	84969	uc010zwk.2	54037	ENSG00000124191	TOX2	TOX high mobility group box family member 2
chr3	158249974	158250203	230	*	.	1000	.	35.00451	-1	5.05212	115	Intron (uc003fbt.4/51319, intron 7 of 9)	3	158288953	158324249	35297	1	4291	uc003fbx.3	-38750	ENSG00000178053	MLF1	myeloid leukemia factor 1
chr4	169473266	169473495	230	*	.	1000	.	35.10435	-1	5.05212	115	Intron (uc003iru.3/23022, intron 2 of 20)	4	169418217	169849608	431392	1	23022	uc011cjx.2	55049	ENSG00000129116	PALLD	palladin, cytoskeletal associated protein
chr14	105673741	105673970	230	*	.	1000	.	35.15731	-1	5.05212	115	Downstream (1-2kb)	14	105677459	105688251	10793	2	2972	uc010axi.1	14281	ENSG00000185024	BRF1	BRF1 RNA polymerase III transcription initiation factor subunit
chr5	176074005	176074234	230	*	.	1000	.	35.18048	-1	5.05212	115	Promoter	5	176074388	176086055	11668	1	26262	uc003mes.3	-154	ENSG00000048140	TSPAN17	tetraspanin 17
chr5	123285584	123285813	230	*	.	1000	.	35.25733	-1	5.05212	115	Distal Intergenic	5	122881111	122952738	71628	1	1456	uc031skw.1	404473	ENSG00000151292	CSNK1G3	casein kinase 1 gamma 3
chr4	54357254	54357483	230	*	.	1000	.	35.30069	-1	5.05212	115	Intron (uc003haa.3/5156, intron 12 of 23)	4	54366244	54389443	23200	1	100873939	uc031sef.1	-8761	ENSG00000250930	LNX1-AS1	LNX1 antisense RNA 1
chr8	28476163	28476392	230	*	.	1000	.	35.31062	-1	5.05212	115	Distal Intergenic	8	28558990	28611207	52218	1	2137	uc003xgz.2	-82598	ENSG00000012232	EXTL3	exostosin like glycosyltransferase 3
chr2	174327876	174328105	230	*	.	1000	.	35.34836	-1	5.05212	115	Distal Intergenic	2	174219561	174233718	14158	1	83879	uc010zek.1	108315	ENSG00000144354	CDCA7	cell division cycle associated 7
chr1	119551361	119551590	230	*	.	1000	.	35.38717	-1	5.05212	115	Distal Intergenic	1	119425666	119532179	106514	2	6913	uc001ehl.1	-19182	ENSG00000092607	TBX15	T-box transcription factor 15
chr20	40833019	40833248	230	*	.	1000	.	35.42358	-1	5.05212	115	Intron (uc002xkg.3/11122, intron 15 of 30)	20	40701392	40828037	126646	2	11122	uc010ggi.3	-4982	ENSG00000196090	PTPRT	protein tyrosine phosphatase receptor type T
chr5	912951	913180	230	*	.	1000	.	35.45506	-1	5.05212	115	Intron (uc003jbr.3/9319, intron 10 of 12)	5	892969	918164	25196	1	9319	uc003jbr.3	19982	ENSG00000071539	TRIP13	thyroid hormone receptor interactor 13
chr4	158913293	158913522	230	*	.	1000	.	35.5377	-1	5.05212	115	Distal Intergenic	4	159045732	159093718	47987	2	51313	uc003ipp.4	180196	ENSG00000164125	GASK1B	golgi associated kinase 1B
chr1	24764987	24765216	230	*	.	1000	.	35.57712	-1	5.05212	115	Intron (uc010oek.2/57185, intron 2 of 7)	1	24782628	24792864	10237	1	57185	uc001bji.3	-17412	ENSG00000001461	NIPAL3	NIPA like domain containing 3
chr10	126479996	126480225	230	*	.	672	.	35.58073	-1	5.05212	115	Promoter	10	126447406	126480439	33034	2	399818	uc001lhy.1	214	ENSG00000203791	EEF1AKMT2	EEF1A lysine methyltransferase 2
chr1	87246654	87246883	230	*	.	1000	.	35.61473	-1	5.05212	115	Distal Intergenic	1	87170253	87213867	43615	1	51100	uc001dlz.3	76401	ENSG00000097033	SH3GLB1	SH3 domain containing GRB2 like, endophilin B1
chr21	43964315	43964544	230	*	.	1000	.	35.7287	-1	5.05212	115	Intron (uc002zbi.3/54020, intron 9 of 20)	21	43934024	44001550	67527	1	54020	uc002zbj.3	30291	ENSG00000160190	SLC37A1	solute carrier family 37 member 1
chr5	94597125	94597354	230	*	.	1000	.	35.73533	-1	5.05212	115	Intron (uc003kkx.2/79772, intron 1 of 22)	5	94042289	94620279	577991	2	79772	uc003kkx.2	22925	ENSG00000175471	MCTP1	multiple C2 and transmembrane domain containing 1
chr2	211482543	211482772	230	*	.	1000	.	35.78221	-1	5.05212	115	Promoter	2	211482295	211484599	2305	1	29034	uc002vef.3	248	ENSG00000280837	CPS1-IT1	CPS1 intronic transcript 1
chr3	30793147	30793376	230	*	.	1000	.	35.79922	-1	5.05212	115	Intron (uc003cep.2/339896, intron 14 of 14)	3	30767692	30936153	168462	2	339896	uc003cep.2	142777	ENSG00000144644	GADL1	glutamate decarboxylase like 1
chr4	187112694	187112923	230	*	.	1000	.	35.84439	-1	5.05212	115	Promoter	4	187112674	187134617	21944	1	285440	uc003iyw.4	20	ENSG00000145476	CYP4V2	cytochrome P450 family 4 subfamily V member 2
chr19	11990774	11991003	230	*	.	1000	.	36.03601	-1	5.05212	115	Distal Intergenic	19	11998670	12025365	26696	1	7620	uc002mst.4	-7667	ENSG00000198429	ZNF69	zinc finger protein 69
chr12	28123101	28123330	230	*	.	1000	.	36.20892	-1	5.05212	115	Promoter	12	28115254	28122894	7641	2	5744	uc001rim.3	-207	ENSG00000087494	PTHLH	parathyroid hormone like hormone
chr8	37009818	37010047	230	*	.	1000	.	36.23169	-1	5.05212	115	Distal Intergenic	8	36641842	36793643	151802	1	157855	uc010lvw.3	367976	ENSG00000215262	KCNU1	potassium calcium-activated channel subfamily U member 1
chr18	30249592	30249821	230	*	.	1000	.	36.30845	-1	5.05212	115	Downstream (2-3kb)	18	30252634	30352974	100341	2	57565	uc002kxm.1	103153	ENSG00000197705	KLHL14	kelch like family member 14
chr2	53246053	53246282	230	*	.	1000	.	36.41017	-1	5.05212	115	Distal Intergenic	2	53897117	53927672	30556	2	51130	uc002rxf.2	681390	ENSG00000115239	ASB3	ankyrin repeat and SOCS box containing 3
chr9	133914763	133914992	230	*	.	1000	.	36.46027	-1	5.05212	115	Intron (uc004caa.1/10319, intron 6 of 27)	9	133884504	133968446	83943	1	10319	uc004caa.1	30259	ENSG00000050555	LAMC3	laminin subunit gamma 3
chr8	132871888	132872117	230	*	.	1000	.	36.48492	-1	5.05212	115	Distal Intergenic	8	132916356	133025886	109531	1	23167	uc003yte.3	-44239	ENSG00000132294	EFR3A	EFR3 homolog A
chr4	8842358	8842587	230	*	.	1000	.	36.48703	-1	5.05212	115	Distal Intergenic	4	8868773	8873543	4771	2	3166	uc003izz.1	30956	ENSG00000215612	HMX1	H6 family homeobox 1
chr6	84994191	84994420	230	*	.	1000	.	36.48957	-1	5.05212	115	Distal Intergenic	6	84884446	84937335	52890	2	22832	uc003pkk.2	-56856	ENSG00000135315	CEP162	centrosomal protein 162
chr1	27998867	27999096	230	*	.	1000	.	36.50355	-1	5.05212	115	Promoter	1	27992572	27998724	6153	2	2537	uc001bop.1	-143	ENSG00000126709	IFI6	interferon alpha inducible protein 6
chr19	32718604	32718833	230	*	.	1000	.	36.53288	-1	5.05212	115	Distal Intergenic	19	32836514	32850707	14194	1	22847	uc002ntc.2	-117681	ENSG00000168813	ZNF507	zinc finger protein 507
chr18	58352162	58352391	230	*	.	1000	.	36.60591	-1	5.05212	115	Distal Intergenic	18	58038564	58040001	1438	2	4160	uc002lie.1	-312161	ENSG00000166603	MC4R	melanocortin 4 receptor
chr4	120207605	120207834	230	*	.	1000	.	36.74074	-1	5.05212	115	Intron (uc003icr.4/54532, intron 17 of 18)	4	120217574	120221968	4395	2	401152	uc003icv.4	14134	ENSG00000164096	C4orf3	chromosome 4 open reading frame 3
chr6	126682272	126682501	230	*	.	1000	.	36.75871	-1	5.05212	115	Distal Intergenic	6	126661253	126669754	8502	1	387103	uc003qao.3	21019	ENSG00000203760	CENPW	centromere protein W
chr1	27719377	27719606	230	*	.	1000	.	36.79161	-1	5.05212	115	Promoter	1	27719148	27722317	3170	1	2827	uc001bod.4	229	ENSG00000181773	GPR3	G protein-coupled receptor 3
chr22	41318833	41319062	230	*	.	1000	.	36.7926	-1	5.05212	115	Intron (uc003azh.3/63929, intron 8 of 9)	22	41347351	41369019	21669	1	9978	uc003azk.3	-28289	ENSG00000100387	RBX1	ring-box 1
chr3	126249685	126249914	230	*	.	1000	.	36.80271	-1	5.05212	115	Intron (uc003eja.3/166012, intron 1 of 2)	3	126243131	126262134	19004	1	166012	uc003eja.3	6554	ENSG00000180767	CHST13	carbohydrate sulfotransferase 13
chr5	169527458	169527687	230	*	.	1000	.	36.80647	-1	5.05212	115	Distal Intergenic	5	169532917	169536729	3813	1	2299	uc003mai.4	-5230	ENSG00000168269	FOXI1	forkhead box I1
chr18	75833406	75833635	230	*	.	1000	.	36.83506	-1	5.05212	115	Distal Intergenic	18	74962008	74982096	20089	1	2587	uc002lms.4	871398	ENSG00000166573	GALR1	galanin receptor 1
chr1	59205595	59205824	230	*	.	1000	.	36.85459	-1	5.05212	115	Distal Intergenic	1	59151776	59165747	13972	2	114803	uc001czd.3	-39848	ENSG00000162601	MYSM1	Myb like, SWIRM and MPN domains 1
chr4	3049226	3049455	230	*	.	1000	.	36.87954	-1	5.05212	115	Distal Intergenic	4	3064973	3076241	11269	2	100750326	uc021xku.1	26786	NA	HTT-AS	HTT antisense RNA
chr15	70390277	70390506	230	*	.	1000	.	36.92404	-1	5.05212	115	Promoter	15	70340543	70390256	49714	2	7090	uc010bil.1	-21	ENSG00000140332	TLE3	TLE family member 3, transcriptional corepressor
chr11	60033189	60033418	230	*	.	1000	.	36.9278	-1	5.05212	115	Distal Intergenic	11	60048014	60076445	28432	1	51338	uc001noz.3	-14596	ENSG00000110079	MS4A4A	membrane spanning 4-domains A4A
chr16	12562499	12562728	230	*	.	1000	.	36.95975	-1	5.05212	115	Intron (uc002dby.5/92017, intron 18 of 20)	16	12814178	12814228	51	1	100616195	uc021tdb.1	-251450	ENSG00000264733	MIR4718	microRNA 4718
chr2	127799093	127799322	230	*	.	1000	.	36.97218	-1	5.05212	115	Distal Intergenic	2	127805599	127839641	34043	2	274	uc010yzf.2	40319	ENSG00000136717	BIN1	bridging integrator 1
chr11	126162562	126162791	230	*	.	1000	.	37.01458	-1	5.05212	115	Exon (uc001qdl.1/114609, exon 5 of 5)	11	126152982	126164828	11847	1	114609	uc001qdo.1	9580	ENSG00000150455	TIRAP	TIR domain containing adaptor protein
chr4	38070854	38071083	230	*	.	1000	.	37.10812	-1	5.05212	115	Intron (uc003gtb.3/23216, intron 12 of 19)	4	38111802	38140796	28995	1	23216	uc021xnh.1	-40719	ENSG00000065882	TBC1D1	TBC1 domain family member 1
chr17	35969567	35969796	230	*	.	1000	.	37.12572	-1	5.05212	115	Promoter	17	35931890	35969486	37597	2	11276	uc010wdh.1	-81	ENSG00000275066	SYNRG	synergin gamma
chr13	28887791	28888020	230	*	.	774	.	37.14394	-1	5.05212	115	Intron (uc010aap.2/2321, intron 4 of 8)	13	28874483	28882571	8089	2	2321	uc031qkv.1	-5220	ENSG00000102755	FLT1	fms related tyrosine kinase 1
chr12	29151835	29152064	230	*	.	1000	.	37.15216	-1	5.05212	115	Distal Intergenic	12	29301936	29488549	186614	1	55711	uc001ris.5	-149872	ENSG00000064763	FAR2	fatty acyl-CoA reductase 2
chr13	71641377	71641606	230	*	.	1000	.	37.22222	-1	5.05212	115	Intron (uc031qmd.1/100885781, intron 1 of 3)	13	71589273	71742549	153277	1	100885781	uc031qmd.1	52104	ENSG00000226846	LINC00348	long intergenic non-protein coding RNA 348
chr4	3325822	3326051	230	*	.	1000	.	37.3281	-1	5.05212	115	Intron (uc003ggu.2/6002, intron 2 of 6)	4	3317797	3344916	27120	1	6002	uc003ggx.1	8025	ENSG00000159788	RGS12	regulator of G protein signaling 12
chr13	103556074	103556303	230	*	.	1000	.	37.40148	-1	5.05212	115	Distal Intergenic	13	103532449	103548383	15935	1	121952	uc001vpx.1	23625	ENSG00000250878	METTL21EP	methyltransferase like 21E, pseudogene
chr19	46876170	46876399	230	*	.	1000	.	37.40541	-1	5.05212	115	Intron (uc002pem.3/5536, intron 2 of 12)	19	46886413	46891705	5293	1	5536	uc010xyb.1	-10014	ENSG00000011485	PPP5C	protein phosphatase 5 catalytic subunit
chr17	47128699	47128928	230	*	.	1000	.	37.45393	-1	5.05212	115	3' UTR	17	47074774	47133507	58734	1	10642	uc010dbj.3	53925	ENSG00000159217	IGF2BP1	insulin like growth factor 2 mRNA binding protein 1
chr2	31609602	31609831	230	*	.	1000	.	37.49792	-1	5.05212	115	Intron (uc002rnv.1/7498, intron 8 of 35)	2	31557188	31637611	80424	2	7498	uc002rnv.1	27780	ENSG00000158125	XDH	xanthine dehydrogenase
chr9	139002363	139002592	230	*	.	1000	.	37.60971	-1	5.05212	115	Distal Intergenic	9	139006427	139010277	3851	2	90120	uc031tfs.1	7685	ENSG00000238227	TMEM250	transmembrane protein 250
chr13	103841140	103841369	230	*	.	1000	.	37.63515	-1	5.05212	115	Distal Intergenic	13	103934829	103934848	20	2	100847092	uc031qnd.1	93479	ENSG00000263741	MIR548AS	microRNA 548as
chr14	22236448	22236677	230	*	.	1000	.	37.67018	-1	5.05212	115	Intron (uc021rpa.1/uc021rpa.1, intron 2 of 2)	14	22133297	22134238	942	1	26686	uc010tmd.2	103151	ENSG00000221977	OR4E2	olfactory receptor family 4 subfamily E member 2 (gene/pseudogene)
chr1	150193928	150194157	230	*	.	1000	.	37.83469	-1	5.05212	115	Intron (uc010pbt.2/81611, intron 1 of 1)	1	150190717	150199127	8411	2	81611	uc010pbt.2	4970	ENSG00000143401	ANP32E	acidic nuclear phosphoprotein 32 family member E
chr3	41327874	41328103	230	*	.	1000	.	37.89014	-1	5.05212	115	Intron (uc003ckv.4/54986, intron 35 of 36)	3	41288090	41319625	31536	2	54986	uc003cku.4	-8249	ENSG00000168038	ULK4	unc-51 like kinase 4
chr19	22805941	22806170	230	*	.	1000	.	37.90021	-1	5.05212	115	Intron (uc002nqv.3/uc002nqv.3, intron 1 of 1)	19	22817126	22850472	33347	1	57615	uc002nqw.3	-10956	ENSG00000229676	ZNF492	zinc finger protein 492
chr2	64555150	64555379	230	*	.	1000	.	37.93842	-1	5.05212	115	Distal Intergenic	2	64412213	64432619	20407	2	150992	uc021vio.1	-122531	ENSG00000230923	LINC00309	long intergenic non-protein coding RNA 309
chr15	101792347	101792576	230	*	.	1000	.	38.00676	-1	5.05212	115	Promoter	15	101715928	101792137	76210	2	22856	uc021sxt.1	-210	ENSG00000131873	CHSY1	chondroitin sulfate synthase 1
chr5	7397340	7397569	230	*	.	1000	.	38.07047	-1	5.05212	115	Promoter	5	7396343	7830194	433852	1	108	uc003jdz.1	997	ENSG00000078295	ADCY2	adenylate cyclase 2
chr4	166033638	166033867	230	*	.	1000	.	38.16002	-1	5.05212	115	Promoter	4	165997230	166034024	36795	2	201931	uc003iqz.4	157	ENSG00000170088	TMEM192	transmembrane protein 192
chr8	10404456	10404685	230	*	.	1000	.	38.16856	-1	5.05212	115	Intron (uc022art.1/203074, intron 4 of 4)	8	10386922	10402708	15787	1	203074	uc003wtb.3	17534	ENSG00000184647	PRSS55	serine protease 55
chr14	105193253	105193482	230	*	.	1000	.	38.16992	-1	5.05212	115	Intron (uc001ypd.3/122622, intron 1 of 12)	14	105190534	105213647	23114	1	122622	uc001ypd.3	2719	ENSG00000185100	ADSS1	adenylosuccinate synthase 1
chr11	94871660	94871889	230	*	.	1000	.	38.19733	-1	5.05212	115	Distal Intergenic	11	94822974	94865815	42842	1	23052	uc001pfh.3	48686	ENSG00000149218	ENDOD1	endonuclease domain containing 1
chr4	79873107	79873336	230	*	.	1000	.	38.27266	-1	5.05212	115	Distal Intergenic	4	79839094	79860582	21489	2	152559	uc003hlq.1	-12525	ENSG00000163291	PAQR3	progestin and adipoQ receptor family member 3
chr1	150208838	150209067	230	*	.	1000	.	38.35838	-1	5.05212	115	Promoter	1	150198940	150208504	9565	2	81611	uc010pbw.1	-334	ENSG00000143401	ANP32E	acidic nuclear phosphoprotein 32 family member E
chr2	169203200	169203429	230	*	.	1000	.	38.36766	-1	5.05212	115	Distal Intergenic	2	168810530	169104105	293576	2	27347	uc002uea.3	-99095	ENSG00000198648	STK39	serine/threonine kinase 39
chr16	54963421	54963650	230	*	.	1000	.	38.41651	-1	5.05212	115	Promoter	16	54952777	54963101	10325	2	643911	uc002ehu.3	-320	ENSG00000245694	CRNDE	colorectal neoplasia differentially expressed
chr3	67432187	67432416	230	*	.	1000	.	38.42445	-1	5.05212	115	Intron (uc021xae.1/8801, intron 10 of 10)	3	67425141	67578646	153506	2	8801	uc010hob.3	146230	ENSG00000172340	SUCLG2	succinate-CoA ligase GDP-forming beta subunit
chr11	82961126	82961355	230	*	.	1000	.	38.44851	-1	5.05212	115	Intron (uc001paa.3/338699, intron 11 of 11)	11	82972502	82997019	24518	2	60492	uc001pac.3	35664	ENSG00000137500	CCDC90B	coiled-coil domain containing 90B
chr8	144876844	144877073	230	*	.	1000	.	38.45885	-1	5.05212	115	Intron (uc003yzn.1/23513, intron 6 of 13)	8	144873090	144886326	13237	2	23513	uc003yzn.1	9253	ENSG00000180900	SCRIB	scribble planar cell polarity protein
chr12	2162048	2162277	230	*	.	1000	.	38.47029	-1	5.05212	115	Promoter	12	2162416	2807115	644700	1	775	uc001qjz.2	-139	ENSG00000151067	CACNA1C	calcium voltage-gated channel subunit alpha1 C
chr13	100609326	100609555	230	*	.	1000	.	38.50053	-1	5.05212	115	Distal Intergenic	13	100615275	100624178	8904	2	85416	uc001vom.1	14623	ENSG00000139800	ZIC5	Zic family member 5
chr2	122288558	122288787	230	*	.	1000	.	38.53744	-1	5.05212	115	Promoter	2	122288456	122288585	130	1	100151683	uc010yzd.1	102	ENSG00000264229	RNU4ATAC	RNA, U4atac small nuclear (U12-dependent splicing)
chr3	129033685	129033914	230	*	.	1000	.	38.54495	-1	5.05212	115	3' UTR	3	129035114	129043412	8299	1	339942	uc011bkv.1	-1200	NA	H1FX-AS1	H1FX antisense RNA 1
chr8	93830635	93830864	230	*	.	1000	.	38.54851	-1	5.05212	115	Distal Intergenic	8	93725190	93798288	73099	2	441369	uc031tbr.1	-32347	ENSG00000248858	FLJ46284	uncharacterized LOC441369
chr10	29593552	29593781	230	*	.	1000	.	38.55483	-1	5.05212	115	Intron (uc001iul.3/84569, intron 3 of 4)	10	29577990	29600158	22169	1	84569	uc001iul.3	15562	ENSG00000120563	LYZL1	lysozyme like 1
chr20	42033573	42033802	230	*	.	1000	.	38.58683	-1	5.05212	115	Distal Intergenic	20	42086504	42092244	5741	1	6431	uc002xki.3	-52702	ENSG00000124193	SRSF6	serine and arginine rich splicing factor 6
chr5	116926728	116926957	230	*	.	1000	.	38.61514	-1	5.05212	115	Distal Intergenic	5	116751208	116915439	164232	1	728342	uc003kry.3	175520	NA	LINC00992	long intergenic non-protein coding RNA 992
chr14	79722710	79722939	230	*	.	1000	.	38.63935	-1	5.05212	115	Intron (uc001xum.2/9369, intron 14 of 20)	14	79745682	80334633	588952	1	9369	uc001xup.3	-22743	ENSG00000021645	NRXN3	neurexin 3
chr6	124721827	124722056	230	*	.	1000	.	38.68932	-1	5.05212	115	Intron (uc003pzn.1/154215, intron 3 of 3)	6	124604151	125146786	542636	1	154215	uc010ker.3	117676	ENSG00000188580	NKAIN2	sodium/potassium transporting ATPase interacting 2
chr2	153599594	153599823	230	*	.	1000	.	38.70104	-1	5.05212	115	Intron (uc002tym.3/151188, intron 3 of 3)	2	153576549	153617767	41219	1	151188	uc002tyo.2	23045	ENSG00000177917	ARL6IP6	ADP ribosylation factor like GTPase 6 interacting protein 6
chr20	4205021	4205250	230	*	.	1000	.	38.70171	-1	5.05212	115	Intron (uc002wkr.2/146, intron 1 of 1)	20	4201278	4229659	28382	2	146	uc002wkr.2	24409	ENSG00000171873	ADRA1D	adrenoceptor alpha 1D
chr1	76606003	76606232	230	*	.	1000	.	38.72885	-1	5.05212	115	Intron (uc001dhg.4/256435, intron 1 of 3)	1	76540389	77096669	556281	1	256435	uc010orh.1	65614	ENSG00000184005	ST6GALNAC3	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3
chr4	38167713	38167942	230	*	.	1000	.	38.78356	-1	5.05212	115	Distal Intergenic	4	38121575	38140796	19222	1	23216	uc003gtd.3	46138	ENSG00000065882	TBC1D1	TBC1 domain family member 1
chr10	93518381	93518610	230	*	.	1000	.	38.7941	-1	5.05212	115	Distal Intergenic	10	93558151	93625232	67082	1	80351	uc001khp.3	-39541	ENSG00000107854	TNKS2	tankyrase 2
chr9	136355512	136355741	230	*	.	1000	.	38.79662	-1	5.05212	115	Distal Intergenic	9	136340522	136344276	3755	2	11182	uc011mdj.1	-11236	ENSG00000160326	SLC2A6	solute carrier family 2 member 6
chr9	127516679	127516908	230	*	.	1000	.	38.79699	-1	5.05212	115	Intron (uc004boq.1/2649, intron 1 of 9)	9	127284703	127533576	248874	2	2649	uc004boq.1	16668	ENSG00000148200	NR6A1	nuclear receptor subfamily 6 group A member 1
chr2	127551858	127552087	230	*	.	1000	.	38.8063	-1	5.05212	115	Distal Intergenic	2	127413511	127454251	40741	1	2995	uc010flv.4	138347	ENSG00000136732	GYPC	glycophorin C (Gerbich blood group)
chr17	9832241	9832470	230	*	.	1000	.	38.94531	-1	5.05212	115	Intron (uc010vvc.1/8522, intron 5 of 9)	17	9801027	9808684	7658	2	5957	uc002gme.1	-23557	ENSG00000109047	RCVRN	recoverin
chr4	90407215	90407444	230	*	.	1000	.	38.95784	-1	5.05212	115	Distal Intergenic	4	90165429	90229161	63733	2	285513	uc003hsm.1	-178054	ENSG00000185477	GPRIN3	GPRIN family member 3
chr13	54356611	54356840	230	*	.	1000	.	38.95839	-1	5.05212	115	Distal Intergenic	13	54389554	54450254	60701	1	100861552	uc031qlu.1	-32714	ENSG00000261517	LINC00558	long intergenic non-protein coding RNA 558
chr3	181042376	181042605	230	*	.	1000	.	38.97603	-1	5.05212	115	Intron (uc003fkv.4/347689, intron 3 of 7)	3	180892932	181460013	567082	1	347689	uc031scm.1	149444	ENSG00000242808	SOX2-OT	SOX2 overlapping transcript
chr3	84992597	84992826	230	*	.	1000	.	38.97998	-1	5.05212	115	Distal Intergenic	3	85008133	86123579	1115447	1	253559	uc003dqj.3	-15307	ENSG00000175161	CADM2	cell adhesion molecule 2
chr10	29801999	29802228	230	*	.	1000	.	38.98652	-1	5.05212	115	Intron (uc010qdw.1/6840, intron 1 of 23)	10	29746277	29811564	65288	2	6840	uc010qdw.1	9336	ENSG00000197321	SVIL	supervillin
chr3	155713816	155714045	230	*	.	1000	.	39.05997	-1	5.05212	115	Distal Intergenic	3	155838337	156256927	418591	1	7881	uc003far.2	-124292	ENSG00000169282	KCNAB1	potassium voltage-gated channel subfamily A member regulatory beta subunit 1
chr20	6121706	6121935	230	*	.	1000	.	39.07404	-1	5.05212	115	Distal Intergenic	20	6067966	6104191	36226	2	55612	uc002wms.3	-17515	ENSG00000101311	FERMT1	fermitin family member 1
chr7	150485107	150485336	230	*	.	1000	.	39.08671	-1	5.05212	115	Distal Intergenic	7	150488376	150493783	5408	2	28959	uc022apx.1	8447	ENSG00000106565	TMEM176B	transmembrane protein 176B
chr2	27601096	27601325	230	*	.	1000	.	39.11772	-1	5.05212	115	Exon (uc002rkj.3/130557, exon 3 of 3)	2	27600098	27603311	3214	2	130557	uc002rkj.3	1986	ENSG00000163795	ZNF513	zinc finger protein 513
chr10	102922662	102922891	230	*	.	1000	.	39.14703	-1	5.05212	115	Distal Intergenic	10	102891061	102897546	6486	1	3195	uc021pxd.1	31601	ENSG00000107807	TLX1	T cell leukemia homeobox 1
chr10	35512048	35512277	230	*	.	1000	.	39.18802	-1	5.05212	115	Distal Intergenic	10	35535953	35860847	324895	1	219771	uc001iyu.4	-23676	ENSG00000108100	CCNY	cyclin Y
chr1	199249087	199249316	230	*	.	1000	.	39.18876	-1	5.05212	115	Distal Intergenic	1	198777132	198906558	129427	2	100131234	uc021pgz.1	-342529	NA	MIR181A1HG	MIR181A1 host gene
chr19	45681562	45681791	230	*	.	1000	.	39.36816	-1	5.05212	115	Promoter	19	45666186	45681501	15316	2	79090	uc031rli.1	-61	ENSG00000007255	TRAPPC6A	trafficking protein particle complex 6A
chr22	48237951	48238180	230	*	.	1000	.	39.40045	-1	5.05212	115	Intron (uc003bik.1/uc003bik.1, intron 8 of 8)	22	48020217	48027318	7102	2	400932	uc011are.2	-210633	ENSG00000205634	LINC00898	long intergenic non-protein coding RNA 898
chr5	30804870	30805099	230	*	.	1000	.	39.40448	-1	5.05212	115	Distal Intergenic	5	31193762	31251961	58200	1	1004	uc003jhc.2	-388663	ENSG00000113361	CDH6	cadherin 6
chr19	50006410	50006639	230	*	.	1000	.	39.44825	-1	5.05212	115	Distal Intergenic	19	50004042	50004125	84	2	406942	uc010yaw.1	-2285	ENSG00000207782	MIR150	microRNA 150
chr10	7567435	7567664	230	*	.	1000	.	39.44893	-1	5.05212	115	Distal Intergenic	10	7601232	7661636	60405	2	80760	uc021pmu.1	93972	ENSG00000123243	ITIH5	inter-alpha-trypsin inhibitor heavy chain 5
chr10	3235103	3235332	230	*	.	1000	.	39.46874	-1	5.05212	115	Distal Intergenic	10	3180427	3215033	34607	2	10531	uc010qai.2	-20070	ENSG00000107959	PITRM1	pitrilysin metallopeptidase 1
chr22	23969712	23969941	230	*	.	1000	.	39.47811	-1	5.05212	115	Intron (uc002zxf.3/51233, intron 1 of 11)	22	23950639	23974508	23870	2	51233	uc002zxf.3	4567	ENSG00000189269	DRICH1	aspartate rich 1
chr12	132320858	132321087	230	*	.	1000	.	39.5002	-1	5.05212	115	Intron (uc001ujc.1/4326, intron 1 of 9)	12	132322601	132336316	13716	1	4326	uc001ujd.1	-1514	ENSG00000198598	MMP17	matrix metallopeptidase 17
chr18	75834679	75834908	230	*	.	1000	.	39.50758	-1	5.05212	115	Distal Intergenic	18	74962008	74982096	20089	1	2587	uc002lms.4	872671	ENSG00000166573	GALR1	galanin receptor 1
chr18	29321159	29321388	230	*	.	1000	.	39.53398	-1	5.05212	115	Distal Intergenic	18	29339659	29340843	1185	2	147407	uc002kxa.3	19455	ENSG00000141437	SLC25A52	solute carrier family 25 member 52
chr1	173794244	173794473	230	*	.	1000	.	39.58275	-1	5.05212	115	Promoter	1	173793797	173827682	33886	1	55157	uc001gjh.2	447	ENSG00000117593	DARS2	aspartyl-tRNA synthetase 2, mitochondrial
chr15	33991984	33992213	230	*	.	1000	.	39.64252	-1	5.05212	115	Exon (uc001zhi.3/6263, exon 41 of 104)	15	34261089	34357287	96199	1	1133	uc001zhk.1	-268876	ENSG00000184984	CHRM5	cholinergic receptor muscarinic 5
chr2	154726886	154727115	230	*	.	1000	.	39.68912	-1	5.05212	115	Distal Intergenic	2	154728426	155310489	582064	1	114805	uc002tyr.4	-1311	ENSG00000144278	GALNT13	polypeptide N-acetylgalactosaminyltransferase 13
chr3	43203662	43203891	230	*	.	1000	.	39.7513	-1	5.05212	115	Distal Intergenic	3	43120721	43147575	26855	2	84892	uc003cmr.2	-56087	ENSG00000144647	POMGNT2	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)
chr7	127677581	127677810	230	*	.	1000	.	39.79803	-1	5.05212	115	Intron (uc003vmi.3/27044, intron 16 of 23)	7	127667124	127671002	3879	2	64101	uc003vmk.3	-6579	ENSG00000128594	LRRC4	leucine rich repeat containing 4
chr19	49522908	49523137	230	*	.	1000	.	39.8239	-1	5.05212	115	Promoter	19	49521505	49522741	1237	2	101059948	uc031rlr.1	-167	ENSG00000268655	LOC101059948	uncharacterized LOC101059948
