seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr10	93058153	93058389	237	*	ARPE19_peak_7196	61	.	4.03509	8.90176	6.12631	88	Distal Intergenic	10	92980359	93044088	63730	1	84333	uc001khi.4	77794	ENSG00000180628	PCGF5	polycomb group ring finger 5
chr10	93169256	93169929	674	*	ARPE19_peak_7198	130	.	5.35168	16.32519	13.08673	178	Promoter	10	93170096	93222967	52872	1	143279	uc001khk.2	-167	ENSG00000165338	HECTD2	HECT domain E3 ubiquitin protein ligase 2
chr10	93169256	93169929	674	*	ARPE19_peak_7198	130	.	5.35168	16.32519	13.08673	178	Promoter	10	93170096	93222967	52872	1	143279	uc001khk.2	-167	ENSG00000165338	HECTD2	HECT domain E3 ubiquitin protein ligase 2
chr10	93170008	93170256	249	*	ARPE19_peak_7199	38	.	3.21101	6.37665	3.83454	58	Promoter	10	93170096	93222967	52872	1	143279	uc001khk.2	0	ENSG00000165338	HECTD2	HECT domain E3 ubiquitin protein ligase 2
chr10	93392746	93393026	281	*	ARPE19_peak_7206	58	.	4.0293	8.60974	5.86384	187	Promoter	10	93388197	93392858	4662	2	5507	uc001kho.3	0	ENSG00000119938	PPP1R3C	protein phosphatase 1 regulatory subunit 3C
chr10	93668356	93668584	229	*	ARPE19_peak_7213	35	.	3.3413	6.04022	3.5264	195	Promoter	10	93666345	93669258	2914	2	143282	uc001khq.4	674	ENSG00000174721	FGFBP3	fibroblast growth factor binding protein 3
chr10	93683271	93683729	459	*	ARPE19_peak_7214	79	.	4.45205	10.81655	7.91182	240	Promoter	10	93683736	93719637	35902	1	9044	uc009xua.1	-7	ENSG00000095564	BTAF1	B-TFIID TATA-box binding protein associated factor 1
chr10	94050579	94051310	732	*	ARPE19_peak_7221	91	.	4.37853	12.16371	9.16963	272	Promoter	10	93808397	94050875	242479	2	22849	uc001khw.2	0	ENSG00000107864	CPEB3	cytoplasmic polyadenylation element binding protein 3
chr10	94333449	94334499	1051	*	ARPE19_peak_7224	147	.	4.80769	18.12257	14.78746	858	Promoter	10	94211441	94333852	122412	2	3416	uc001kia.3	0	ENSG00000119912	IDE	insulin degrading enzyme
chr10	94333449	94334499	1051	*	ARPE19_peak_7224	147	.	4.80769	18.12257	14.78746	858	Promoter	10	94211441	94333852	122412	2	3416	uc001kia.3	0	ENSG00000119912	IDE	insulin degrading enzyme
chr10	94351345	94351579	235	*	ARPE19_peak_7225	34	.	3.02594	5.90427	3.42428	101	Distal Intergenic	10	94352825	94415152	62328	1	3832	uc001kic.3	-1246	ENSG00000138160	KIF11	kinesin family member 11
chr10	94352607	94352949	343	*	ARPE19_peak_7226	191	.	6.43713	22.75114	19.17881	145	Promoter	10	94352825	94415152	62328	1	3832	uc001kic.3	0	ENSG00000138160	KIF11	kinesin family member 11
chr10	94449116	94449315	200	*	ARPE19_peak_7227	37	.	3.17221	6.27859	3.7444	126	Promoter	10	94449681	94455408	5728	1	3087	uc001kid.3	-366	ENSG00000152804	HHEX	hematopoietically expressed homeobox
chr10	94608667	94608866	200	*	ARPE19_peak_7232	21	.	2.71566	4.43215	2.17905	30	Promoter	10	94608225	94819251	211027	1	54536	uc009xuc.3	442	ENSG00000138190	EXOC6	exocyst complex component 6
chr10	95143482	95143687	206	*	ARPE19_peak_7242	52	.	3.36788	7.8898	5.20354	146	Intron (uc001kin.3/26509, intron 19 of 53)	10	95066186	95141153	74968	2	26509	uc009xue.3	-2329	ENSG00000138119	MYOF	myoferlin
chr10	95256119	95256547	429	*	ARPE19_peak_7253	183	.	5.76441	21.88505	18.35635	176	Promoter	10	95256369	95288849	32481	1	55165	uc009xug.3	0	ENSG00000138180	CEP55	centrosomal protein 55
chr10	95314457	95314865	409	*	ARPE19_peak_7255	49	.	3.26633	7.59277	4.92648	232	Distal Intergenic	10	95326422	95349829	23408	1	338557	uc010qnt.2	-11557	ENSG00000186188	FFAR4	free fatty acid receptor 4
chr10	95462220	95462626	407	*	ARPE19_peak_7257	183	.	6.77083	21.89532	18.36585	190	Promoter	10	95427640	95462329	34690	2	118924	uc001kiv.2	0	ENSG00000148690	FRA10AC1	FRA10A associated CGG repeat 1
chr10	95653656	95653930	275	*	ARPE19_peak_7261	43	.	3.27635	6.97264	4.36568	75	Promoter	10	95653730	95662491	8762	1	159371	uc001kjf.2	0	ENSG00000176273	SLC35G1	solute carrier family 35 member G1
chr10	95910479	95910852	374	*	ARPE19_peak_7275	40	.	3.52692	6.68297	4.09719	191	Intron (uc001kjk.3/51196, intron 3 of 32)	10	95848830	96088148	239319	1	51196	uc001kjm.3	61649	ENSG00000138193	PLCE1	phospholipase C epsilon 1
chr10	96122457	96122950	494	*	ARPE19_peak_7280	151	.	5.44959	18.50889	15.14964	317	Promoter	10	96092989	96122683	29695	2	64318	uc001kjq.1	0	ENSG00000173145	NOC3L	NOC3 like DNA replication regulator
chr10	96161999	96162386	388	*	ARPE19_peak_7282	157	.	5.30864	19.18445	15.79415	168	Promoter	10	96162186	96296089	133904	1	23232	uc001kjr.2	0	ENSG00000108239	TBC1D12	TBC1 domain family member 12
chr10	96162529	96162728	200	*	ARPE19_peak_7283	41	.	3.125	6.76623	4.17446	105	Promoter	10	96162186	96296089	133904	1	23232	uc001kjr.2	343	ENSG00000108239	TBC1D12	TBC1 domain family member 12
chr10	96305101	96305620	520	*	ARPE19_peak_7286	83	.	4.18994	11.31609	8.3749	323	Promoter	10	96305543	96361856	56314	1	3070	uc001kjs.3	0	ENSG00000119969	HELLS	helicase, lymphoid specific
chr10	96943253	96943785	533	*	ARPE19_peak_7294	66	.	4.05844	9.52024	6.69729	299	Distal Intergenic	10	96953957	96988686	34730	1	142827	uc001kke.3	-10172	ENSG00000173124	ACSM6	acyl-CoA synthetase medium chain family member 6
chr10	96996186	96996642	457	*	ARPE19_peak_7299	58	.	3.53403	8.60598	5.86053	82	Downstream (<1kb)	10	96954222	96985148	30927	1	142827	uc009xuu.1	41964	ENSG00000173124	ACSM6	acyl-CoA synthetase medium chain family member 6
chr10	97050727	97050926	200	*	ARPE19_peak_7305	30	.	2.88462	5.53538	3.09146	26	Promoter	10	96997325	97050905	53581	2	9124	uc001kkh.4	0	ENSG00000107438	PDLIM1	PDZ and LIM domain 1
chr10	97321022	97321464	443	*	ARPE19_peak_7315	492	.	9.78261	54.05189	49.22387	197	Promoter	10	97071530	97321171	249642	2	10580	uc001kku.3	0	ENSG00000095637	SORBS1	sorbin and SH3 domain containing 1
chr10	97360976	97361210	235	*	ARPE19_peak_7317	92	.	4.31267	12.27399	9.27425	104	Distal Intergenic	10	97173818	97321171	147354	2	10580	uc001kkx.1	-39805	ENSG00000095637	SORBS1	sorbin and SH3 domain containing 1
chr10	97416435	97416779	345	*	ARPE19_peak_7321	87	.	4.14508	11.76473	8.79067	180	Promoter	10	97365686	97416567	50882	2	5832	uc001kky.3	0	ENSG00000059573	ALDH18A1	aldehyde dehydrogenase 18 family member A1
chr10	97453323	97454089	767	*	ARPE19_peak_7322	809	.	12.69663	86.31641	80.94827	446	Promoter	10	97423153	97453900	30748	2	26123	uc001klb.4	0	ENSG00000119977	TCTN3	tectonic family member 3
chr10	97667545	97668024	480	*	ARPE19_peak_7327	54	.	3.85965	8.20766	5.48733	169	Promoter	10	97667722	97698415	30694	1	100127889	uc010qoo.2	0	NA	NA	NA
chr10	97803370	97803644	275	*	ARPE19_peak_7329	46	.	3.37243	7.22793	4.60179	141	Promoter	10	97803159	97820625	17467	1	54619	uc010qoq.2	211	ENSG00000107443	CCNJ	cyclin J
chr10	97803370	97803644	275	*	ARPE19_peak_7329	46	.	3.37243	7.22793	4.60179	141	Promoter	10	97803159	97820625	17467	1	54619	uc010qoq.2	211	ENSG00000107443	CCNJ	cyclin J
chr10	97804113	97804412	300	*	ARPE19_peak_7330	41	.	3.25444	6.69972	4.11311	172	Promoter	10	97803159	97820625	17467	1	54619	uc010qoq.2	954	ENSG00000107443	CCNJ	cyclin J
chr10	97849469	97850054	586	*	ARPE19_peak_7332	79	.	4.46735	10.855	7.94806	184	Promoter	10	97512963	97849992	337030	2	728558	uc001klg.2	0	ENSG00000226688	ENTPD1-AS1	ENTPD1 antisense RNA 1
chr10	97849469	97850054	586	*	ARPE19_peak_7332	79	.	4.46735	10.855	7.94806	184	Promoter	10	97512963	97849992	337030	2	728558	uc001klg.2	0	ENSG00000226688	ENTPD1-AS1	ENTPD1 antisense RNA 1
chr10	97889950	97890610	661	*	ARPE19_peak_7334	127	.	5.6338	15.93872	12.71821	342	Promoter	10	97889813	97923517	33705	1	9849	uc001klr.3	137	ENSG00000177853	ZNF518A	zinc finger protein 518A
chr10	98135062	98135434	373	*	ARPE19_peak_7338	139	.	4.56389	17.19874	13.91285	173	Intron (uc001kml.2/7093, intron 18 of 20)	10	98114999	98119092	4094	2	93377	uc009xve.1	-15970	ENSG00000197430	OPALIN	oligodendrocytic myelin paranodal and inner loop protein
chr10	98273343	98273892	550	*	ARPE19_peak_7344	77	.	3.86534	10.62076	7.72678	421	Promoter	10	98124363	98273683	149321	2	7093	uc001kml.2	0	ENSG00000095587	TLL2	tolloid like 2
chr10	98561239	98561555	317	*	ARPE19_peak_7351	247	.	7.80731	28.61189	24.7579	190	Distal Intergenic	10	98592017	98724198	132182	1	84458	uc001kmr.3	-30462	ENSG00000196233	LCOR	ligand dependent nuclear receptor corepressor
chr10	98592181	98592519	339	*	ARPE19_peak_7354	84	.	3.7797	11.39501	8.44984	170	Promoter	10	98592017	98742626	150610	1	84458	uc009xvg.2	164	ENSG00000196233	LCOR	ligand dependent nuclear receptor corepressor
chr10	98593002	98593531	530	*	ARPE19_peak_7355	56	.	3.31808	8.4065	5.6735	146	Promoter	10	98592712	98724198	131487	1	84458	uc001kmu.2	290	ENSG00000196233	LCOR	ligand dependent nuclear receptor corepressor
chr10	99052050	99052703	654	*	ARPE19_peak_7363	376	.	8.39416	42.08265	37.66111	382	Promoter	10	98912799	99052430	139632	2	100533184	uc001kmy.3	0	ENSG00000269891	ARHGAP19-SLIT1	ARHGAP19-SLIT1 readthrough (NMD candidate)
chr10	99078638	99079078	441	*	ARPE19_peak_7364	80	.	3.87409	10.91625	8.006	137	Promoter	10	99079022	99081672	2651	1	10023	uc001knc.1	0	ENSG00000165879	FRAT1	FRAT regulator of WNT signaling pathway 1
chr10	99094393	99094902	510	*	ARPE19_peak_7365	118	.	4.25101	15.07106	11.89942	398	Promoter	10	99092254	99094458	2205	2	23401	uc001knd.1	0	ENSG00000181274	FRAT2	FRAT regulator of WNT signaling pathway 2
chr10	99160795	99161266	472	*	ARPE19_peak_7366	275	.	6.75676	31.49091	27.50771	295	Promoter	10	99116458	99161127	44670	2	23223	uc001knf.3	0	ENSG00000052749	RRP12	ribosomal RNA processing 12 homolog
chr10	99167030	99167353	324	*	ARPE19_peak_7367	85	.	3.75	11.54965	8.5964	189	Distal Intergenic	10	99116458	99161127	44670	2	23223	uc010qou.2	-5903	ENSG00000052749	RRP12	ribosomal RNA processing 12 homolog
chr10	99185759	99186075	317	*	ARPE19_peak_7369	127	.	4.58613	15.98962	12.76704	184	Promoter	10	99186027	99193198	7172	1	5223	uc001knh.3	0	ENSG00000171314	PGAM1	phosphoglycerate mutase 1
chr10	99205609	99205998	390	*	ARPE19_peak_7371	164	.	5.52699	19.91043	16.48136	193	Promoter	10	99195666	99205768	10103	2	51013	uc001kni.3	0	ENSG00000171311	EXOSC1	exosome component 1
chr10	99257851	99258741	891	*	ARPE19_peak_7372	249	.	5.69395	28.81716	24.95475	391	Promoter	10	99218081	99258149	40069	2	64210	uc001knr.3	0	ENSG00000155229	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
chr10	99393169	99393390	222	*	ARPE19_peak_7379	76	.	3.85572	10.59081	7.69827	131	Promoter	10	99374310	99393344	19035	2	118812	uc001kob.4	0	ENSG00000171160	MORN4	MORN repeat containing 4
chr10	99400089	99400526	438	*	ARPE19_peak_7380	206	.	5.76497	24.30162	20.64985	280	Promoter	10	99400443	99436187	35745	1	55361	uc001kog.1	0	ENSG00000155252	PI4K2A	phosphatidylinositol 4-kinase type 2 alpha
chr10	99446777	99447450	674	*	ARPE19_peak_7383	112	.	3.85935	14.34464	11.21552	537	Promoter	10	99437181	99447015	9835	2	60370	uc001koi.2	0	ENSG00000119986	AVPI1	arginine vasopressin induced 1
chr10	99496793	99497354	562	*	ARPE19_peak_7385	109	.	4.3943	14.06255	10.95506	165	Promoter	10	99496878	99517068	20191	1	118813	uc001kok.2	0	ENSG00000155256	ZFYVE27	zinc finger FYVE-type containing 27
chr10	99629157	99629557	401	*	ARPE19_peak_7388	215	.	5.33454	25.27832	21.57906	219	3' UTR	10	99609995	99631335	21341	1	401647	uc001kos.3	19162	ENSG00000155265	GOLGA7B	golgin A7 family member B
chr10	99759707	99759979	273	*	ARPE19_peak_7391	21	.	2.68987	4.37252	2.12791	14	Intron (uc001kou.2/55118, intron 2 of 14)	10	99624757	99790585	165829	2	55118	uc001kou.2	30606	ENSG00000095713	CRTAC1	cartilage acidic protein 1
chr10	99894231	99894647	417	*	ARPE19_peak_7392	181	.	5.94595	21.66579	18.14669	168	Promoter	10	99894381	100004654	110274	1	27291	uc001kow.4	0	ENSG00000166024	R3HCC1L	R3H domain and coiled-coil containing 1 like
chr10	100069314	100069646	333	*	ARPE19_peak_7398	157	.	5.17647	19.1003	15.71421	222	Distal Intergenic	10	100007443	100028007	20565	2	84171	uc001kpa.1	-41307	ENSG00000138131	LOXL4	lysyl oxidase like 4
chr10	100358401	100358690	290	*	ARPE19_peak_7409	35	.	3.3413	6.04022	3.5264	95	Intron (uc001kpn.2/60495, intron 9 of 11)	10	100188903	100206704	17802	2	3257	uc001kpl.3	-151697	ENSG00000107521	HPS1	HPS1 biogenesis of lysosomal organelles complex 3 subunit 1
chr10	100884388	100884587	200	*	ARPE19_peak_7412	29	.	3.15567	5.42019	2.98789	70	Intron (uc001kpn.2/60495, intron 3 of 11)	10	100216834	100995632	778799	2	60495	uc001kpn.2	111045	ENSG00000172987	HPSE2	heparanase 2 (inactive)
chr10	101190313	101190807	495	*	ARPE19_peak_7422	292	.	7.39348	33.33233	29.2672	147	Promoter	10	101156627	101190530	33904	2	2805	uc001kpr.3	0	ENSG00000120053	GOT1	glutamic-oxaloacetic transaminase 1
chr10	101257513	101257981	469	*	ARPE19_peak_7424	205	.	7.2695	24.16163	20.51581	232	Distal Intergenic	10	101292690	101296280	3591	1	159296	uc009xwj.3	-34709	ENSG00000119919	NKX2-3	NK2 homeobox 3
chr10	101292976	101293252	277	*	ARPE19_peak_7425	38	.	2.98507	6.36716	3.82558	104	Promoter	10	101292690	101296280	3591	1	159296	uc009xwj.3	286	ENSG00000119919	NKX2-3	NK2 homeobox 3
chr10	101380084	101381277	1194	*	ARPE19_peak_7428	311	.	6.38298	35.32227	31.17076	347	Promoter	10	101370275	101380221	9947	2	81894	uc001kpx.2	0	ENSG00000155287	SLC25A28	solute carrier family 25 member 28
chr10	101418858	101419295	438	*	ARPE19_peak_7429	264	.	7.53623	30.33355	26.40119	278	Promoter	10	101419263	101471002	51740	1	57089	uc001kqa.4	0	ENSG00000198018	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7
chr10	101491687	101492255	569	*	ARPE19_peak_7436	143	.	4.77223	17.653	14.33933	218	Promoter	10	101491958	101507468	15511	1	51076	uc010qpk.2	0	ENSG00000119929	CUTC	cutC copper transporter
chr10	101726077	101726511	435	*	ARPE19_peak_7441	323	.	8.7156	36.59015	32.38672	205	Intron (uc001kqj.2/23268, intron 3 of 16)	10	101635334	101690753	55420	2	23268	uc001kqh.2	-35324	ENSG00000107554	DNMBP	dynamin binding protein
chr10	101908392	101908688	297	*	ARPE19_peak_7444	86	.	4.40729	11.62884	8.67116	126	Downstream (1-2kb)	10	101909847	101945734	35888	2	10613	uc001kqn.4	37046	ENSG00000107566	ERLIN1	ER lipid raft associated 1
chr10	101945545	101946125	581	*	ARPE19_peak_7445	137	.	5.76271	17.06635	13.78629	390	Promoter	10	101909847	101945734	35888	2	10613	uc001kqn.4	0	ENSG00000107566	ERLIN1	ER lipid raft associated 1
chr10	101989215	101989520	306	*	ARPE19_peak_7447	66	.	4.01929	9.41955	6.61362	167	Promoter	10	101948124	101989344	41221	2	1147	uc001kqp.3	0	ENSG00000213341	CHUK	component of inhibitor of nuclear factor kappa B kinase complex
chr10	102045898	102046142	245	*	ARPE19_peak_7449	74	.	3.67816	10.28228	7.40614	79	Promoter	10	102033035	102046116	13082	2	282991	uc001kqv.2	0	ENSG00000196072	BLOC1S2	biogenesis of lysosomal organelles complex 1 subunit 2
chr10	102046271	102047031	761	*	ARPE19_peak_7450	118	.	4.48276	14.98825	11.82811	313	Promoter	10	102033035	102046469	13435	2	282991	uc001kqw.2	0	ENSG00000196072	BLOC1S2	biogenesis of lysosomal organelles complex 1 subunit 2
chr10	102133065	102133403	339	*	ARPE19_peak_7453	210	.	5.46875	24.71058	21.04129	150	Promoter	10	102133333	102148111	14779	1	90271	uc001kqz.4	0	ENSG00000235823	OLMALINC	oligodendrocyte maturation-associated long intergenic non-coding RNA
chr10	102295455	102295719	265	*	ARPE19_peak_7460	155	.	5.45213	18.89894	15.52194	132	Promoter	10	102295641	102313681	18041	1	55662	uc001krj.4	0	ENSG00000166135	HIF1AN	hypoxia inducible factor 1 subunit alpha inhibitor
chr10	102440959	102441301	343	*	ARPE19_peak_7462	70	.	3.97059	9.84351	7.00247	177	Distal Intergenic	10	102505468	102589698	84231	1	5076	uc001krk.4	-64167	ENSG00000075891	PAX2	paired box 2
chr10	102672401	102672846	446	*	ARPE19_peak_7466	381	.	9.38416	42.63525	38.19435	199	Promoter	10	102672326	102724891	52566	1	55719	uc001krt.4	75	ENSG00000119906	SLF2	SMC5-SMC6 complex localization factor 2
chr10	102778736	102779060	325	*	ARPE19_peak_7469	45	.	2.74542	7.16516	4.54406	63	Exon (uc021pxc.1/79955, exon 8 of 17)	10	102767440	102790914	23475	2	79955	uc021pxc.1	11854	ENSG00000186862	PDZD7	PDZ domain containing 7
chr10	102792409	102792780	372	*	ARPE19_peak_7470	102	.	3.37838	13.34646	10.27475	176	Promoter	10	102792071	102800998	8928	1	81855	uc010qpx.2	338	ENSG00000107819	SFXN3	sideroflexin 3
chr10	102802471	102803034	564	*	ARPE19_peak_7471	197	.	4.98282	23.34342	19.73947	196	Distal Intergenic	10	102792071	102800998	8928	1	81855	uc010qpx.2	10400	ENSG00000107819	SFXN3	sideroflexin 3
chr10	102820404	102821018	615	*	ARPE19_peak_7473	75	.	3.27731	10.44702	7.56194	471	Promoter	10	102820999	102825351	4353	1	81621	uc001ksr.3	0	ENSG00000107821	KAZALD1	Kazal type serine peptidase inhibitor domain 1
chr10	103057755	103057968	214	*	ARPE19_peak_7476	64	.	3.31325	9.27247	6.47493	78	Distal Intergenic	10	103113790	103239214	125425	1	8945	uc001ksz.2	-55822	ENSG00000166167	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase
chr10	103113481	103113959	479	*	ARPE19_peak_7477	227	.	6.38821	26.55255	22.79426	338	Promoter	10	103113790	103239214	125425	1	8945	uc001ksz.2	0	ENSG00000166167	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase
chr10	103114301	103114756	456	*	ARPE19_peak_7478	53	.	3.33333	8.01113	5.31659	172	Promoter	10	103113790	103317078	203289	1	8945	uc001ktc.4	511	ENSG00000166167	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase
chr10	103362525	103362850	326	*	ARPE19_peak_7481	96	.	4.55882	12.68144	9.65143	140	Intron (uc001ktn.3/25911, intron 4 of 5)	10	103361174	103361254	81	2	100423033	uc021pxf.1	-1271	ENSG00000283558	MIR3158-2	microRNA 3158-2
chr10	103578156	103578571	416	*	ARPE19_peak_7484	175	.	4.94297	21.0664	17.57996	226	Promoter	10	103544200	103578222	34023	2	10724	uc001ktv.2	0	ENSG00000198408	OGA	O-GlcNAcase
chr10	103815548	103815804	257	*	ARPE19_peak_7490	36	.	2.91971	6.17798	3.65227	169	Promoter	10	103605356	103815932	210577	2	79591	uc009xwy.1	128	ENSG00000120029	ARMH3	armadillo like helical domain containing 3
chr10	103815875	103816141	267	*	ARPE19_peak_7491	121	.	4.69136	15.36744	12.18163	154	Promoter	10	103605356	103815932	210577	2	79591	uc009xwy.1	0	ENSG00000120029	ARMH3	armadillo like helical domain containing 3
chr10	103824935	103825271	337	*	ARPE19_peak_7492	94	.	4.00891	12.45944	9.44931	141	Promoter	10	103825124	103827795	2672	1	79803	uc001kuj.3	0	ENSG00000166189	HPS6	HPS6 biogenesis of lysosomal organelles complex 2 subunit 3
chr10	103892596	103892857	262	*	ARPE19_peak_7494	79	.	3.57143	10.90172	7.99221	131	Promoter	10	103892787	103910090	17304	1	23082	uc001kum.3	0	ENSG00000148840	PPRC1	PPARG related coactivator 1
chr10	103893452	103893919	468	*	ARPE19_peak_7495	80	.	3.6	11.00655	8.08157	369	Promoter	10	103892787	103910090	17304	1	23082	uc010qqj.2	665	ENSG00000148840	PPRC1	PPARG related coactivator 1
chr10	103911149	103912250	1102	*	ARPE19_peak_7497	114	.	3.99274	14.62941	11.48648	931	Promoter	10	103911933	103923627	11695	1	9221	uc001kuo.2	0	ENSG00000166197	NOLC1	nucleolar and coiled-body phosphoprotein 1
chr10	103929258	103929502	245	*	ARPE19_peak_7499	99	.	4.65465	12.95188	9.9086	107	Distal Intergenic	10	103911933	103923627	11695	1	9221	uc009xxb.1	17325	ENSG00000166197	NOLC1	nucleolar and coiled-body phosphoprotein 1
chr10	104004945	104005369	425	*	ARPE19_peak_7501	122	.	4.4181	15.38637	12.20006	231	Promoter	10	104005255	104120733	115479	1	8729	uc001kuw.3	0	ENSG00000107862	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1
chr10	104136109	104136308	200	*	ARPE19_peak_7508	35	.	2.81532	6.04574	3.53124	141	Exon (uc001kux.2/8729, exon 31 of 40)	10	104153867	104162286	8420	1	4791	uc001kva.4	-17559	ENSG00000077150	NFKB2	nuclear factor kappa B subunit 2
chr10	104154026	104154225	200	*	ARPE19_peak_7509	29	.	2.53906	5.33296	2.93609	161	Promoter	10	104154337	104162286	7950	1	4791	uc001kvb.4	-112	ENSG00000077150	NFKB2	nuclear factor kappa B subunit 2
chr10	104159382	104159581	200	*	ARPE19_peak_7510	69	.	3.01915	9.7481	6.91219	61	Exon (uc001kva.4/4791, exon 14 of 23)	10	104155432	104162286	6855	1	4791	uc009xxc.4	3950	ENSG00000077150	NFKB2	nuclear factor kappa B subunit 2
chr10	104180493	104180998	506	*	ARPE19_peak_7511	114	.	3.53742	14.61807	11.47573	364	Promoter	10	104179766	104182893	3128	1	79176	uc001kvl.1	727	ENSG00000107872	FBXL15	F-box and leucine rich repeat protein 15
chr10	104192341	104192583	243	*	ARPE19_peak_7512	62	.	3.37691	9.04548	6.26139	151	Promoter	10	104183002	104192423	9422	2	79004	uc001kvn.2	0	ENSG00000107874	CUEDC2	CUE domain containing 2
chr10	104215710	104215912	203	*	ARPE19_peak_7514	45	.	2.90135	7.21623	4.5911	76	3' UTR	10	104209594	104211300	1707	2	79946	uc001kvo.1	-4410	ENSG00000120055	C10orf95	chromosome 10 open reading frame 95
chr10	104261773	104262127	355	*	ARPE19_peak_7519	153	.	4.19207	18.66933	15.30305	176	Promoter	10	104238986	104262512	23527	2	10121	uc001kvv.3	385	ENSG00000138107	ACTR1A	actin related protein 1A
chr10	104262446	104262844	399	*	ARPE19_peak_7520	198	.	4.72561	23.49195	19.88159	213	Promoter	10	104238986	104262512	23527	2	10121	uc001kvv.3	0	ENSG00000138107	ACTR1A	actin related protein 1A
chr10	104263445	104263800	356	*	ARPE19_peak_7521	224	.	5.06231	26.20494	22.46109	158	Promoter	10	104263719	104378416	114698	1	51684	uc001kvw.2	0	ENSG00000107882	SUFU	SUFU negative regulator of hedgehog signaling
chr10	104473454	104473668	215	*	ARPE19_peak_7531	73	.	3.37711	10.17661	7.31679	93	Promoter	10	104433484	104474190	40707	2	403	uc001kwa.3	522	ENSG00000138175	ARL3	ADP ribosylation factor like GTPase 3
chr10	104473752	104474505	754	*	ARPE19_peak_7532	309	.	6.52985	35.0993	30.95961	388	Promoter	10	104474298	104498946	24649	1	118980	uc001kwb.2	0	ENSG00000156398	SFXN2	sideroflexin 2
chr10	104503363	104503844	482	*	ARPE19_peak_7533	262	.	6.7696	30.15788	26.23269	228	Promoter	10	104503727	104576021	72295	1	54838	uc001kwf.4	0	ENSG00000166272	WBP1L	WW domain binding protein 1 like
chr10	104504022	104504314	293	*	ARPE19_peak_7534	65	.	3.53774	9.33652	6.53537	97	Promoter	10	104503727	104591851	88125	1	54838	uc009xxg.1	295	ENSG00000166272	WBP1L	WW domain binding protein 1 like
chr10	104613789	104614004	216	*	ARPE19_peak_7538	24	.	2.74566	4.83293	2.49304	135	Promoter	10	104613967	104661655	47689	1	100528007	uc001kwj.3	0	NA	BORCS7-ASMT	BORCS7-ASMT readthrough (NMD candidate)
chr10	104629201	104629533	333	*	ARPE19_peak_7539	52	.	3.86029	7.94482	5.2547	139	Promoter	10	104629210	104650480	21271	1	57412	uc009xxh.3	0	ENSG00000214435	AS3MT	arsenite methyltransferase
chr10	104677191	104677390	200	*	ARPE19_peak_7540	22	.	2.46085	4.52366	2.25844	171	Promoter	10	104678075	104687375	9301	1	54805	uc001kwl.3	-685	ENSG00000148842	CNNM2	cyclin and CBS domain divalent metal cation transport mediator 2
chr10	104677611	104678340	730	*	ARPE19_peak_7541	311	.	7.27273	35.34146	31.18906	298	Promoter	10	104678075	104687375	9301	1	54805	uc001kwl.3	0	ENSG00000148842	CNNM2	cyclin and CBS domain divalent metal cation transport mediator 2
chr10	105128275	105128611	337	*	ARPE19_peak_7550	153	.	5.38058	18.67014	15.30355	171	Promoter	10	105127724	105148822	21099	1	6877	uc010qqq.2	551	ENSG00000148835	TAF5	TATA-box binding protein associated factor 5
chr10	105155843	105156066	224	*	ARPE19_peak_7551	32	.	2.9661	5.74896	3.28395	123	Promoter	10	105148809	105156270	7462	2	84833	uc001kww.2	204	ENSG00000173915	ATP5MD	ATP synthase membrane subunit DAPIT
chr10	105156127	105156561	435	*	ARPE19_peak_7552	276	.	7.62712	31.62227	27.63332	236	Promoter	10	105156412	105206019	49608	1	22984	uc001kwy.1	0	ENSG00000148843	PDCD11	programmed cell death 11
chr10	105532168	105532569	402	*	ARPE19_peak_7561	53	.	3.27103	8.03933	5.32931	78	Intron (uc001kxj.1/9644, intron 2 of 13)	10	105506537	105515167	8631	1	100505839	uc001kxk.2	25631	ENSG00000280693	SH3PXD2A-AS1	SH3PXD2A antisense RNA 1
chr10	105677795	105678573	779	*	ARPE19_peak_7573	183	.	5.75	21.83636	18.30982	235	Promoter	10	105637318	105678045	40728	2	79991	uc001kxm.3	0	ENSG00000107960	STN1	STN1 subunit of CST complex
chr10	105726552	105727036	485	*	ARPE19_peak_7574	89	.	4.78723	11.97801	8.99328	304	Promoter	10	105727470	105787342	59873	1	9748	uc001kxo.1	-434	ENSG00000065613	SLK	STE20 like kinase
chr10	105881433	105882051	619	*	ARPE19_peak_7580	205	.	5.96659	24.2177	20.56952	288	Promoter	10	105881816	105886143	4328	1	119392	uc001kxs.3	0	ENSG00000156384	SFR1	SWI5 dependent homologous recombination repair protein 1
chr10	105991503	105992356	854	*	ARPE19_peak_7582	346	.	9.13313	38.97752	34.67594	615	Promoter	10	105889646	105992120	102475	2	80217	uc001kxw.3	0	ENSG00000197748	CFAP43	cilia and flagella associated protein 43
